timestamp,server,disk_total_gb,disk_used_gb,disk_percent,read_iops,write_iops,read_mbps,write_mbps,status
2026-02-24 04:41:42,app-02,200,121.2,60.6,154,87,0.62,0.35,OK
2026-02-24 04:41:42,app-03,200,121.2,60.6,366,258,1.46,1.03,OK
2026-02-24 04:41:42,app-04,200,121.2,60.6,262,105,1.05,0.42,OK
2026-02-24 04:41:42,app-05,200,121.2,60.6,193,190,0.77,0.76,OK
2026-02-24 04:41:42,app-06,200,121.2,60.6,385,228,1.54,0.91,OK
2026-02-24 04:41:42,db-primary,500,452.1,90.4,1564,1131,6.26,4.52,WARNING
2026-02-24 04:41:42,db-replica,500,452.1,90.4,1399,1345,5.6,5.38,WARNING
2026-02-24 07:41:42,web-01,100,45.5,45.5,195,72,0.78,0.29,OK
2026-02-24 07:41:42,web-02,100,45.5,45.5,106,67,0.42,0.27,OK
2026-02-24 07:41:42,web-03,100,45.5,45.5,171,98,0.68,0.39,OK
2026-02-24 07:41:42,web-04,100,45.5,45.5,143,42,0.57,0.17,OK
2026-02-24 07:41:42,web-05,100,45.5,45.5,93,91,0.37,0.36,OK
2026-02-24 07:41:42,app-01,200,121.2,60.6,265,120,1.06,0.48,OK
2026-02-24 07:41:42,app-02,200,121.2,60.6,282,108,1.13,0.43,OK
2026-02-24 07:41:42,app-03,200,121.2,60.6,154,151,0.62,0.6,OK
2026-02-24 07:41:42,app-04,200,121.2,60.6,326,52,1.3,0.21,OK
2026-02-24 07:41:42,app-05,200,121.2,60.6,168,175,0.67,0.7,OK
2026-02-24 07:41:42,app-06,200,121.2,60.6,107,124,0.43,0.5,OK
2026-02-24 07:41:42,db-primary,500,452.1,90.4,1346,719,5.38,2.88,WARNING
2026-02-24 07:41:42,db-replica,500,452.1,90.4,1772,737,7.09,2.95,WARNING
2026-02-24 10:41:42,web-01,100,46.0,46.0,151,69,0.6,0.28,OK
2026-02-24 10:41:42,web-02,100,46.0,46.0,149,57,0.6,0.23,OK
2026-02-24 10:41:42,web-03,100,46.0,46.0,86,52,0.34,0.21,OK
2026-02-24 10:41:42,web-04,100,46.0,46.0,146,54,0.58,0.22,OK
2026-02-24 10:41:42,web-05,100,46.0,46.0,87,30,0.35,0.12,OK
2026-02-24 10:41:42,app-01,200,122.4,61.2,351,193,1.4,0.77,OK
2026-02-24 10:41:42,app-02,200,122.4,61.2,335,52,1.34,0.21,OK
2026-02-24 10:41:42,app-03,200,122.4,61.2,348,136,1.39,0.54,OK
2026-02-24 10:41:42,app-04,200,122.4,61.2,344,194,1.38,0.78,OK
2026-02-24 10:41:42,app-05,200,122.4,61.2,387,69,1.55,0.28,OK
2026-02-24 10:41:42,app-06,200,122.4,61.2,390,135,1.56,0.54,OK
2026-02-24 10:41:42,db-primary,500,454.2,90.8,1197,350,4.79,1.4,WARNING
2026-02-24 10:41:42,db-replica,500,454.2,90.8,1897,721,7.59,2.88,WARNING
2026-02-24 13:41:42,web-01,100,46.0,46.0,155,42,0.62,0.17,OK
2026-02-24 13:41:42,web-02,100,46.0,46.0,92,43,0.37,0.17,OK
2026-02-24 13:41:42,web-03,100,46.0,46.0,92,74,0.37,0.3,OK
2026-02-24 13:41:42,web-04,100,46.0,46.0,53,45,0.21,0.18,OK
2026-02-24 13:41:42,web-05,100,46.0,46.0,182,99,0.73,0.4,OK
2026-02-24 13:41:42,app-01,200,122.4,61.2,198,62,0.79,0.25,OK
2026-02-24 13:41:42,app-02,200,122.4,61.2,396,191,1.58,0.76,OK
2026-02-24 13:41:42,app-03,200,122.4,61.2,205,66,0.82,0.26,OK
2026-02-24 13:41:42,app-04,200,122.4,61.2,327,143,1.31,0.57,OK
2026-02-24 13:41:42,app-05,200,122.4,61.2,237,184,0.95,0.74,OK
2026-02-24 13:41:42,app-06,200,122.4,61.2,107,164,0.43,0.66,OK
2026-02-24 13:41:42,db-primary,500,454.2,90.8,1034,890,4.14,3.56,WARNING
2026-02-24 13:41:42,db-replica,500,454.2,90.8,1557,616,6.23,2.46,WARNING
2026-02-24 16:41:42,web-01,100,46.0,46.0,128,58,0.51,0.23,OK
2026-02-24 16:41:42,web-02,100,46.0,46.0,161,63,0.64,0.25,OK
2026-02-24 16:41:42,web-03,100,46.0,46.0,191,34,0.76,0.14,OK
2026-02-24 16:41:42,web-04,100,46.0,46.0,76,97,0.3,0.39,OK
2026-02-24 16:41:42,web-05,100,46.0,46.0,187,39,0.75,0.16,OK
2026-02-24 16:41:42,app-01,200,122.4,61.2,214,189,0.86,0.76,OK
2026-02-24 16:41:42,app-02,200,122.4,61.2,209,147,0.84,0.59,OK
2026-02-24 16:41:42,app-03,200,122.4,61.2,116,112,0.46,0.45,OK
2026-02-24 16:41:42,app-04,200,122.4,61.2,312,122,1.25,0.49,OK
2026-02-24 16:41:42,app-05,200,122.4,61.2,357,58,1.43,0.23,OK
2026-02-24 16:41:42,app-06,200,122.4,61.2,171,141,0.68,0.56,OK
2026-02-24 16:41:42,db-primary,500,454.2,90.8,913,717,3.65,2.87,WARNING
2026-02-24 16:41:42,db-replica,500,454.2,90.8,1346,365,5.38,1.46,WARNING
2026-02-24 19:41:42,web-01,100,46.0,46.0,76,61,0.3,0.24,OK
2026-02-24 19:41:42,web-02,100,46.0,46.0,93,72,0.37,0.29,OK
2026-02-24 19:41:42,web-03,100,46.0,46.0,253,88,1.01,0.35,OK
2026-02-24 19:41:42,web-04,100,46.0,46.0,121,139,0.48,0.56,OK
2026-02-24 19:41:42,web-05,100,46.0,46.0,198,118,0.79,0.47,OK
2026-02-24 19:41:42,app-01,200,122.4,61.2,463,118,1.85,0.47,OK
2026-02-24 19:41:42,app-02,200,122.4,61.2,486,193,1.94,0.77,OK
2026-02-24 19:41:42,app-03,200,122.4,61.2,177,249,0.71,1.0,OK
2026-02-24 19:41:42,app-04,200,122.4,61.2,289,276,1.16,1.1,OK
2026-02-24 19:41:42,app-05,200,122.4,61.2,277,102,1.11,0.41,OK
2026-02-24 19:41:42,app-06,200,122.4,61.2,177,93,0.71,0.37,OK
2026-02-24 19:41:42,db-primary,500,454.2,90.8,1200,1257,4.8,5.03,WARNING
2026-02-24 19:41:42,db-replica,500,454.2,90.8,2065,966,8.26,3.86,WARNING
2026-02-24 22:41:42,web-01,100,46.0,46.0,229,76,0.92,0.3,OK
2026-02-24 22:41:42,web-02,100,46.0,46.0,85,96,0.34,0.38,OK
2026-02-24 22:41:42,web-03,100,46.0,46.0,181,97,0.72,0.39,OK
2026-02-24 22:41:42,web-04,100,46.0,46.0,249,145,1.0,0.58,OK
2026-02-24 22:41:42,web-05,100,46.0,46.0,216,87,0.86,0.35,OK
2026-02-24 22:41:42,app-01,200,122.4,61.2,541,142,2.16,0.57,OK
2026-02-24 22:41:42,app-02,200,122.4,61.2,558,160,2.23,0.64,OK
2026-02-24 22:41:42,app-03,200,122.4,61.2,186,142,0.74,0.57,OK
2026-02-24 22:41:42,app-04,200,122.4,61.2,423,283,1.69,1.13,OK
2026-02-24 22:41:42,app-05,200,122.4,61.2,201,148,0.8,0.59,OK
2026-02-24 22:41:42,app-06,200,122.4,61.2,298,114,1.19,0.46,OK
2026-02-24 22:41:42,db-primary,500,454.2,90.8,2683,465,10.73,1.86,WARNING
2026-02-24 22:41:42,db-replica,500,454.2,90.8,1111,904,4.44,3.62,WARNING
2026-02-25 01:41:42,web-01,100,46.0,46.0,100,138,0.4,0.55,OK
2026-02-25 01:41:42,web-02,100,46.0,46.0,154,64,0.62,0.26,OK
2026-02-25 01:41:42,web-03,100,46.0,46.0,117,61,0.47,0.24,OK
2026-02-25 01:41:42,web-04,100,46.0,46.0,204,124,0.82,0.5,OK
2026-02-25 01:41:42,web-05,100,46.0,46.0,159,46,0.64,0.18,OK
2026-02-25 01:41:42,app-01,200,122.4,61.2,457,88,1.83,0.35,OK
2026-02-25 01:41:42,app-02,200,122.4,61.2,456,165,1.82,0.66,OK
2026-02-25 01:41:42,app-03,200,122.4,61.2,471,214,1.88,0.86,OK
2026-02-25 01:41:42,app-04,200,122.4,61.2,540,267,2.16,1.07,OK
2026-02-25 01:41:42,app-05,200,122.4,61.2,550,106,2.2,0.42,OK
2026-02-25 01:41:42,app-06,200,122.4,61.2,412,132,1.65,0.53,OK
2026-02-25 01:41:42,db-primary,500,454.2,90.8,913,1044,3.65,4.18,WARNING
2026-02-25 01:41:42,db-replica,500,454.2,90.8,1206,450,4.82,1.8,WARNING
2026-02-25 04:41:42,web-01,100,46.0,46.0,255,150,1.02,0.6,OK
2026-02-25 04:41:42,web-02,100,46.0,46.0,208,139,0.83,0.56,OK
2026-02-25 04:41:42,web-03,100,46.0,46.0,132,142,0.53,0.57,OK
2026-02-25 04:41:42,web-04,100,46.0,46.0,100,51,0.4,0.2,OK
2026-02-25 04:41:42,web-05,100,46.0,46.0,181,72,0.72,0.29,OK
2026-02-25 04:41:42,app-01,200,122.4,61.2,312,157,1.25,0.63,OK
2026-02-25 04:41:42,app-02,200,122.4,61.2,372,300,1.49,1.2,OK
2026-02-25 04:41:42,app-03,200,122.4,61.2,453,178,1.81,0.71,OK
2026-02-25 04:41:42,app-04,200,122.4,61.2,297,252,1.19,1.01,OK
2026-02-25 04:41:42,app-05,200,122.4,61.2,558,181,2.23,0.72,OK
2026-02-25 04:41:42,app-06,200,122.4,61.2,312,150,1.25,0.6,OK
2026-02-25 04:41:42,db-primary,500,454.2,90.8,1384,615,5.54,2.46,WARNING
2026-02-25 04:41:42,db-replica,500,454.2,90.8,1626,1474,6.5,5.9,WARNING
2026-02-25 07:41:42,web-01,100,46.0,46.0,134,62,0.54,0.25,OK
2026-02-25 07:41:42,web-02,100,46.0,46.0,82,55,0.33,0.22,OK
2026-02-25 07:41:42,web-03,100,46.0,46.0,91,44,0.36,0.18,OK
2026-02-25 07:41:42,web-04,100,46.0,46.0,128,85,0.51,0.34,OK
2026-02-25 07:41:42,web-05,100,46.0,46.0,78,60,0.31,0.24,OK
2026-02-25 07:41:42,app-01,200,122.4,61.2,277,91,1.11,0.36,OK
2026-02-25 07:41:42,app-02,200,122.4,61.2,308,127,1.23,0.51,OK
2026-02-25 07:41:42,app-03,200,122.4,61.2,109,51,0.44,0.2,OK
2026-02-25 07:41:42,app-04,200,122.4,61.2,288,93,1.15,0.37,OK
2026-02-25 07:41:42,app-05,200,122.4,61.2,132,163,0.53,0.65,OK
2026-02-25 07:41:42,app-06,200,122.4,61.2,320,113,1.28,0.45,OK
2026-02-25 07:41:42,db-primary,500,454.2,90.8,615,821,2.46,3.28,WARNING
2026-02-25 07:41:42,db-replica,500,454.2,90.8,637,900,2.55,3.6,WARNING
2026-02-25 10:41:42,web-01,100,46.5,46.5,85,61,0.34,0.24,OK
2026-02-25 10:41:42,web-02,100,46.5,46.5,112,31,0.45,0.12,OK
2026-02-25 10:41:42,web-03,100,46.5,46.5,161,65,0.64,0.26,OK
2026-02-25 10:41:42,web-04,100,46.5,46.5,175,36,0.7,0.14,OK
2026-02-25 10:41:42,web-05,100,46.5,46.5,58,67,0.23,0.27,OK
2026-02-25 10:41:42,app-01,200,123.6,61.8,378,152,1.51,0.61,OK
2026-02-25 10:41:42,app-02,200,123.6,61.8,142,179,0.57,0.72,OK
2026-02-25 10:41:42,app-03,200,123.6,61.8,309,76,1.24,0.3,OK
2026-02-25 10:41:42,app-04,200,123.6,61.8,253,73,1.01,0.29,OK
2026-02-25 10:41:42,app-05,200,123.6,61.8,122,158,0.49,0.63,OK
2026-02-25 10:41:42,app-06,200,123.6,61.8,170,100,0.68,0.4,OK
2026-02-25 10:41:42,db-primary,500,456.3,91.3,1664,368,6.66,1.47,WARNING
2026-02-25 10:41:42,db-replica,500,456.3,91.3,1256,881,5.02,3.52,WARNING
2026-02-25 13:41:42,web-01,100,46.5,46.5,74,41,0.3,0.16,OK
