timestamp,server,cpu_percent,load_avg_1m,load_avg_5m,load_avg_15m,status
2026-02-22 13:41:42,web-03,73,2.71,2.47,2.43,OK
2026-02-22 13:41:42,web-04,68,2.96,2.52,2.44,OK
2026-02-22 13:41:42,web-05,64,2.38,2.18,2.04,OK
2026-02-22 13:41:42,app-01,61,2.83,2.42,2.32,OK
2026-02-22 13:41:42,app-02,62,2.92,2.77,2.54,OK
2026-02-22 13:41:42,app-03,85,3.07,2.88,2.77,WARNING
2026-02-22 13:41:42,app-04,90,3.17,2.76,2.71,WARNING
2026-02-22 13:41:42,app-05,71,3.29,2.9,2.66,OK
2026-02-22 13:41:42,app-06,64,2.62,2.47,2.3,OK
2026-02-22 13:41:42,db-primary,73,3.36,3.19,3.04,OK
2026-02-22 13:41:42,db-replica,89,3.8,3.46,3.19,WARNING
2026-02-22 14:41:42,web-01,55,2.01,1.97,1.84,OK
2026-02-22 14:41:42,web-02,74,2.83,2.62,2.58,OK
2026-02-22 14:41:42,web-03,98,3.47,3.24,3.06,WARNING
2026-02-22 14:41:42,web-04,78,3.16,2.66,2.6,OK
2026-02-22 14:41:42,web-05,62,2.21,2.06,1.9,OK
2026-02-22 14:41:42,app-01,56,2.19,1.86,1.79,OK
2026-02-22 14:41:42,app-02,59,2.3,2.04,1.89,OK
2026-02-22 14:41:42,app-03,89,3.7,3.36,3.26,WARNING
2026-02-22 14:41:42,app-04,80,3.26,2.97,2.92,OK
2026-02-22 14:41:42,app-05,66,3.07,2.8,2.67,OK
2026-02-22 14:41:42,app-06,65,2.86,2.43,2.39,OK
2026-02-22 14:41:42,db-primary,73,2.68,2.34,2.26,OK
2026-02-22 14:41:42,db-replica,69,2.33,1.95,1.76,OK
2026-02-22 15:41:42,web-01,67,2.47,2.03,2.0,OK
2026-02-22 15:41:42,web-02,88,3.88,3.6,3.36,WARNING
2026-02-22 15:41:42,web-03,68,2.55,2.34,2.26,OK
2026-02-22 15:41:42,web-04,77,3.26,3.05,2.88,OK
2026-02-22 15:41:42,web-05,90,3.23,2.89,2.83,WARNING
2026-02-22 15:41:42,app-01,76,2.79,2.56,2.4,OK
2026-02-22 15:41:42,app-02,88,3.34,2.86,2.63,WARNING
2026-02-22 15:41:42,app-03,80,2.8,2.61,2.42,OK
2026-02-22 15:41:42,app-04,69,2.67,2.39,2.36,OK
2026-02-22 15:41:42,app-05,57,2.42,2.18,2.16,OK
2026-02-22 15:41:42,app-06,60,2.51,2.07,1.98,OK
2026-02-22 15:41:42,db-primary,79,3.1,2.95,2.81,OK
2026-02-22 15:41:42,db-replica,82,3.65,3.27,3.11,WARNING
2026-02-22 16:41:42,web-01,82,3.14,2.73,2.68,WARNING
2026-02-22 16:41:42,web-02,86,3.51,3.07,2.94,WARNING
2026-02-22 16:41:42,web-03,76,3.21,3.03,2.92,OK
2026-02-22 16:41:42,web-04,81,3.57,3.12,2.93,WARNING
2026-02-22 16:41:42,web-05,83,3.63,3.27,3.19,WARNING
2026-02-22 16:41:42,app-01,73,2.63,2.49,2.4,OK
2026-02-22 16:41:42,app-02,82,2.94,2.8,2.67,WARNING
2026-02-22 16:41:42,app-03,92,3.22,2.79,2.73,WARNING
2026-02-22 16:41:42,app-04,57,2.11,1.89,1.83,OK
2026-02-22 16:41:42,app-05,86,3.44,3.01,2.78,WARNING
2026-02-22 16:41:42,app-06,95,3.99,3.68,3.43,WARNING
2026-02-22 16:41:42,db-primary,81,3.46,3.16,3.01,WARNING
2026-02-22 16:41:42,db-replica,76,3.46,3.14,3.08,OK
2026-02-22 17:41:42,web-01,73,3.35,3.04,2.9,OK
2026-02-22 17:41:42,web-02,62,2.51,2.2,2.14,OK
2026-02-22 17:41:42,web-03,66,2.37,2.06,1.88,OK
2026-02-22 17:41:42,web-04,74,2.78,2.46,2.38,OK
2026-02-22 17:41:42,web-05,69,2.4,2.1,1.91,OK
2026-02-22 17:41:42,app-01,92,3.47,3.06,2.84,WARNING
2026-02-22 17:41:42,app-02,91,4.12,3.76,3.53,WARNING
2026-02-22 17:41:42,app-03,88,3.07,2.7,2.54,WARNING
2026-02-22 17:41:42,app-04,70,2.45,2.23,2.08,OK
2026-02-22 17:41:42,app-05,89,3.25,2.95,2.86,WARNING
2026-02-22 17:41:42,app-06,58,2.8,2.48,2.31,OK
2026-02-22 17:41:42,db-primary,76,3.45,2.92,2.72,OK
2026-02-22 17:41:42,db-replica,70,2.56,2.18,2.12,OK
2026-02-22 18:41:42,web-01,76,3.54,3.28,3.14,OK
2026-02-22 18:41:42,web-02,67,2.85,2.74,2.62,OK
2026-02-22 18:41:42,web-03,88,3.15,2.64,2.49,WARNING
2026-02-22 18:41:42,web-04,83,3.19,2.71,2.65,WARNING
2026-02-22 18:41:42,web-05,70,2.37,2.02,1.89,OK
2026-02-22 18:41:42,app-01,99,4.28,3.9,3.63,WARNING
2026-02-22 18:41:42,app-02,98,3.67,3.4,3.25,WARNING
2026-02-22 18:41:42,app-03,93,3.47,3.12,2.88,WARNING
2026-02-22 18:41:42,app-04,99,4.4,3.79,3.6,WARNING
2026-02-22 18:41:42,app-05,99,3.7,3.25,3.09,WARNING
2026-02-22 18:41:42,app-06,99,3.67,3.25,3.12,WARNING
2026-02-22 18:41:42,db-primary,99,4.18,3.72,3.51,WARNING
2026-02-22 18:41:42,db-replica,87,3.33,3.14,3.07,WARNING
2026-02-22 19:41:42,web-01,99,3.46,3.24,3.12,WARNING
2026-02-22 19:41:42,web-02,99,3.86,3.48,3.23,WARNING
2026-02-22 19:41:42,web-03,99,3.71,3.53,3.38,WARNING
2026-02-22 19:41:42,web-04,76,2.93,2.69,2.55,OK
2026-02-22 19:41:42,web-05,84,3.62,3.11,2.88,WARNING
2026-02-22 19:41:42,app-01,83,3.08,2.78,2.56,WARNING
2026-02-22 19:41:42,app-02,74,2.99,2.77,2.59,OK
2026-02-22 19:41:42,app-03,95,3.31,3.03,2.81,WARNING
2026-02-22 19:41:42,app-04,99,3.47,2.97,2.72,WARNING
2026-02-22 19:41:42,app-05,99,3.9,3.31,3.1,WARNING
2026-02-22 19:41:42,app-06,98,4.2,3.58,3.45,WARNING
2026-02-22 19:41:42,db-primary,81,2.85,2.46,2.27,WARNING
2026-02-22 19:41:42,db-replica,99,4.28,4.04,3.93,WARNING
2026-02-22 20:41:42,web-01,76,3.11,2.82,2.73,OK
2026-02-22 20:41:42,web-02,73,2.82,2.65,2.57,OK
2026-02-22 20:41:42,web-03,82,3.25,2.88,2.83,WARNING
2026-02-22 20:41:42,web-04,86,3.05,2.58,2.39,WARNING
2026-02-22 20:41:42,web-05,80,3.06,2.88,2.74,OK
2026-02-22 20:41:42,app-01,95,3.71,3.4,3.22,WARNING
2026-02-22 20:41:42,app-02,98,3.52,2.98,2.9,WARNING
2026-02-22 20:41:42,app-03,94,4.11,3.52,3.37,WARNING
2026-02-22 20:41:42,app-04,77,2.69,2.45,2.35,OK
2026-02-22 20:41:42,app-05,97,4.13,3.7,3.56,WARNING
2026-02-22 20:41:42,app-06,97,3.96,3.51,3.29,WARNING
2026-02-22 20:41:42,db-primary,75,2.75,2.44,2.36,OK
2026-02-22 20:41:42,db-replica,99,3.67,3.46,3.24,WARNING
2026-02-22 21:41:42,web-01,71,2.68,2.37,2.18,OK
2026-02-22 21:41:42,web-02,89,3.98,3.55,3.42,WARNING
2026-02-22 21:41:42,web-03,90,3.78,3.45,3.37,WARNING
2026-02-22 21:41:42,web-04,76,3.19,2.79,2.62,OK
2026-02-22 21:41:42,web-05,85,3.31,3.07,2.91,WARNING
2026-02-22 21:41:42,app-01,99,3.77,3.26,3.17,WARNING
2026-02-22 21:41:42,app-02,99,4.26,3.65,3.44,WARNING
2026-02-22 21:41:42,app-03,82,3.21,3.03,2.89,WARNING
2026-02-22 21:41:42,app-04,99,3.65,3.31,3.07,WARNING
2026-02-22 21:41:42,app-05,98,3.65,3.18,2.97,WARNING
2026-02-22 21:41:42,app-06,81,3.3,2.98,2.78,WARNING
2026-02-22 21:41:42,db-primary,99,3.53,2.98,2.89,WARNING
2026-02-22 21:41:42,db-replica,93,4.0,3.44,3.33,WARNING
2026-02-22 22:41:42,web-01,92,3.85,3.28,3.22,WARNING
2026-02-22 22:41:42,web-02,91,3.9,3.53,3.33,WARNING
2026-02-22 22:41:42,web-03,96,3.56,3.14,3.05,WARNING
2026-02-22 22:41:42,web-04,97,4.01,3.46,3.27,WARNING
2026-02-22 22:41:42,web-05,81,2.8,2.52,2.42,WARNING
2026-02-22 22:41:42,app-01,92,4.1,3.78,3.54,WARNING
2026-02-22 22:41:42,app-02,72,2.99,2.58,2.48,OK
2026-02-22 22:41:42,app-03,91,3.32,2.96,2.72,WARNING
2026-02-22 22:41:42,app-04,99,4.19,3.64,3.39,WARNING
2026-02-22 22:41:42,app-05,98,3.98,3.38,3.21,WARNING
2026-02-22 22:41:42,app-06,98,4.08,3.82,3.69,WARNING
2026-02-22 22:41:42,db-primary,94,3.9,3.36,3.25,WARNING
2026-02-22 22:41:42,db-replica,89,3.51,3.15,2.89,WARNING
2026-02-22 23:41:42,web-01,97,3.55,3.39,3.15,WARNING
2026-02-22 23:41:42,web-02,95,3.77,3.31,3.12,WARNING
2026-02-22 23:41:42,web-03,92,3.82,3.41,3.16,WARNING
2026-02-22 23:41:42,web-04,98,3.98,3.47,3.27,WARNING
2026-02-22 23:41:42,web-05,99,4.12,3.65,3.4,WARNING
2026-02-22 23:41:42,app-01,89,3.28,3.11,2.94,WARNING
2026-02-22 23:41:42,app-02,93,3.23,2.93,2.86,WARNING
2026-02-22 23:41:42,app-03,97,3.59,3.19,3.02,WARNING
2026-02-22 23:41:42,app-04,99,4.43,4.01,3.8,WARNING
2026-02-22 23:41:42,app-05,99,4.07,3.55,3.4,WARNING
2026-02-22 23:41:42,app-06,99,3.99,3.42,3.32,WARNING
2026-02-22 23:41:42,db-primary,94,3.45,3.27,3.05,WARNING
2026-02-22 23:41:42,db-replica,84,3.16,2.69,2.55,WARNING
2026-02-23 00:41:42,web-01,98,4.06,3.85,3.76,WARNING
2026-02-23 00:41:42,web-02,73,2.45,2.39,2.37,OK
2026-02-23 00:41:42,web-03,86,3.54,3.32,3.18,WARNING
2026-02-23 00:41:42,web-04,75,2.91,2.58,2.39,OK
2026-02-23 00:41:42,web-05,90,3.21,3.06,2.84,WARNING
2026-02-23 00:41:42,app-01,92,3.4,2.93,2.8,WARNING
2026-02-23 00:41:42,app-02,89,3.55,3.28,3.19,WARNING
2026-02-23 00:41:42,app-03,82,3.56,3.38,3.13,WARNING
2026-02-23 00:41:42,app-04,99,3.7,3.41,3.15,WARNING
2026-02-23 00:41:42,app-05,98,4.0,3.51,3.41,WARNING
2026-02-23 00:41:42,app-06,99,3.91,3.53,3.4,WARNING
2026-02-23 00:41:42,db-primary,78,3.49,3.04,2.94,OK
2026-02-23 00:41:42,db-replica,99,3.64,3.08,3.01,WARNING
2026-02-23 01:41:42,web-01,99,3.95,3.58,3.31,WARNING
2026-02-23 01:41:42,web-02,99,3.75,3.54,3.31,WARNING
2026-02-23 01:41:42,web-03,98,3.58,3.28,3.17,WARNING
2026-02-23 01:41:42,web-04,76,3.39,3.12,2.93,OK
2026-02-23 01:41:42,web-05,93,3.93,3.55,3.33,WARNING
2026-02-23 01:41:42,app-01,99,4.43,4.16,3.91,WARNING
2026-02-23 01:41:42,app-02,95,3.91,3.5,3.36,WARNING
2026-02-23 01:41:42,app-03,99,3.86,3.53,3.33,WARNING
2026-02-23 01:41:42,app-04,99,4.43,4.03,3.84,WARNING
2026-02-23 01:41:42,app-05,83,3.02,2.55,2.44,WARNING
2026-02-23 01:41:42,app-06,83,3.8,3.55,3.28,WARNING
2026-02-23 01:41:42,db-primary,99,3.68,3.17,3.08,WARNING
2026-02-23 01:41:42,db-replica,99,3.65,3.13,3.02,WARNING
2026-02-23 02:41:42,web-01,99,3.91,3.42,3.31,WARNING
2026-02-23 02:41:42,web-02,79,2.98,2.78,2.65,OK
2026-02-23 02:41:42,web-03,98,3.43,3.05,2.87,WARNING
2026-02-23 02:41:42,web-04,71,2.62,2.52,2.38,OK
2026-02-23 02:41:42,web-05,99,3.6,3.43,3.25,WARNING
2026-02-23 02:41:42,app-01,98,3.78,3.27,3.16,WARNING
2026-02-23 02:41:42,app-02,97,3.98,3.55,3.46,WARNING
2026-02-23 02:41:42,app-03,98,3.61,3.19,3.04,WARNING
2026-02-23 02:41:42,app-04,80,3.43,3.0,2.95,OK
2026-02-23 02:41:42,app-05,99,4.17,3.6,3.36,WARNING
2026-02-23 02:41:42,app-06,84,3.64,3.27,3.13,WARNING
2026-02-23 02:41:42,db-primary,80,3.59,3.15,2.99,OK
2026-02-23 02:41:42,db-replica,91,3.36,3.21,3.03,WARNING
2026-02-23 03:41:42,web-01,76,2.96,2.6,2.45,OK
2026-02-23 03:41:42,web-02,94,3.34,3.16,2.96,WARNING
2026-02-23 03:41:42,web-03,79,3.48,3.03,2.79,OK
2026-02-23 03:41:42,web-04,77,2.78,2.45,2.32,OK
2026-02-23 03:41:42,web-05,84,2.88,2.76,2.6,WARNING
2026-02-23 03:41:42,app-01,99,3.55,3.09,2.99,WARNING
2026-02-23 03:41:42,app-02,99,4.01,3.7,3.47,WARNING
2026-02-23 03:41:42,app-03,99,3.85,3.62,3.45,WARNING
2026-02-23 03:41:42,app-04,89,3.74,3.25,3.01,WARNING
2026-02-23 03:41:42,app-05,99,3.63,3.38,3.22,WARNING
2026-02-23 03:41:42,app-06,98,3.64,3.17,2.91,WARNING
2026-02-23 03:41:42,db-primary,94,3.43,3.04,2.88,WARNING
2026-02-23 03:41:42,db-replica,77,3.44,3.08,3.0,OK
2026-02-23 04:41:42,web-01,88,3.77,3.27,3.01,WARNING
2026-02-23 04:41:42,web-02,97,3.41,3.06,2.9,WARNING
2026-02-23 04:41:42,web-03,91,3.14,2.68,2.59,WARNING
2026-02-23 04:41:42,web-04,74,2.99,2.63,2.46,OK
2026-02-23 04:41:42,web-05,99,4.35,3.76,3.49,WARNING
2026-02-23 04:41:42,app-01,80,3.1,2.98,2.79,OK
2026-02-23 04:41:42,app-02,79,2.88,2.7,2.55,OK
2026-02-23 04:41:42,app-03,79,3.45,2.98,2.87,OK
2026-02-23 04:41:42,app-04,87,3.89,3.66,3.5,WARNING
2026-02-23 04:41:42,app-05,93,3.47,2.99,2.87,WARNING
2026-02-23 04:41:42,app-06,99,3.83,3.29,3.06,WARNING
2026-02-23 04:41:42,db-primary,98,3.95,3.52,3.35,WARNING
2026-02-23 04:41:42,db-replica,90,3.52,3.07,2.93,WARNING
2026-02-23 05:41:42,web-01,68,3.09,2.84,2.71,OK
2026-02-23 05:41:42,web-02,65,2.61,2.34,2.3,OK
2026-02-23 05:41:42,web-03,80,3.01,2.54,2.42,OK
2026-02-23 05:41:42,web-04,77,2.86,2.45,2.37,OK
2026-02-23 05:41:42,web-05,74,2.49,2.41,2.33,OK
2026-02-23 05:41:42,app-01,68,2.6,2.28,2.23,OK
2026-02-23 05:41:42,app-02,55,1.87,1.73,1.7,OK
2026-02-23 05:41:42,app-03,92,4.09,3.82,3.57,WARNING
2026-02-23 05:41:42,app-04,98,3.56,3.27,3.19,WARNING
2026-02-23 05:41:42,app-05,88,3.42,3.04,2.94,WARNING
2026-02-23 05:41:42,app-06,73,2.69,2.56,2.53,OK
2026-02-23 05:41:42,db-primary,90,3.81,3.46,3.34,WARNING
2026-02-23 05:41:42,db-replica,95,4.21,3.64,3.51,WARNING
2026-02-23 06:41:42,web-01,63,3.01,2.77,2.62,OK
2026-02-23 06:41:42,web-02,81,2.97,2.71,2.63,WARNING
2026-02-23 06:41:42,web-03,97,3.57,3.3,3.19,WARNING
2026-02-23 06:41:42,web-04,90,3.62,3.1,2.86,WARNING
2026-02-23 06:41:42,web-05,83,3.78,3.3,3.22,WARNING
2026-02-23 06:41:42,app-01,75,2.83,2.61,2.54,OK
2026-02-23 06:41:42,app-02,70,2.8,2.49,2.37,OK
2026-02-23 06:41:42,app-03,95,3.74,3.29,3.08,WARNING
2026-02-23 06:41:42,app-04,82,3.44,3.08,2.98,WARNING
2026-02-23 06:41:42,app-05,93,3.26,2.95,2.84,WARNING
2026-02-23 06:41:42,app-06,70,3.29,3.09,2.95,OK
2026-02-23 06:41:42,db-primary,71,2.75,2.4,2.32,OK
2026-02-23 06:41:42,db-replica,87,3.52,3.14,3.06,WARNING
2026-02-23 07:41:42,web-01,70,2.78,2.46,2.38,OK
2026-02-23 07:41:42,web-02,55,2.37,2.11,2.06,OK
2026-02-23 07:41:42,web-03,78,3.54,3.22,2.96,OK
2026-02-23 07:41:42,web-04,70,3.06,2.74,2.52,OK
2026-02-23 07:41:42,web-05,63,2.16,1.75,1.71,OK
2026-02-23 07:41:42,app-01,76,2.69,2.43,2.38,OK
2026-02-23 07:41:42,app-02,65,3.02,2.78,2.64,OK
2026-02-23 07:41:42,app-03,64,2.85,2.53,2.39,OK
2026-02-23 07:41:42,app-04,83,3.53,3.01,2.79,WARNING
2026-02-23 07:41:42,app-05,84,3.83,3.26,3.13,WARNING
2026-02-23 07:41:42,app-06,68,2.6,2.38,2.21,OK
2026-02-23 07:41:42,db-primary,78,3.19,2.9,2.69,OK
2026-02-23 07:41:42,db-replica,71,2.48,2.27,2.11,OK
2026-02-23 08:41:42,web-01,58,2.08,1.88,1.83,OK
2026-02-23 08:41:42,web-02,74,2.98,2.52,2.42,OK
2026-02-23 08:41:42,web-03,68,2.47,2.18,2.07,OK
2026-02-23 08:41:42,web-04,98,4.09,3.62,3.5,WARNING
2026-02-23 08:41:42,web-05,78,2.98,2.52,2.34,OK
2026-02-23 08:41:42,app-01,58,2.24,2.15,1.99,OK
2026-02-23 08:41:42,app-02,72,3.25,3.11,2.93,OK
2026-02-23 08:41:42,app-03,78,3.31,2.82,2.66,OK
2026-02-23 08:41:42,app-04,68,2.98,2.49,2.27,OK
2026-02-23 08:41:42,app-05,80,2.96,2.62,2.51,OK
2026-02-23 08:41:42,app-06,95,3.65,3.44,3.34,WARNING
2026-02-23 08:41:42,db-primary,80,3.43,2.99,2.82,OK
2026-02-23 08:41:42,db-replica,85,3.22,2.72,2.54,WARNING
2026-02-23 09:41:42,web-01,82,3.36,3.15,3.0,WARNING
2026-02-23 09:41:42,web-02,65,2.28,1.86,1.69,OK
2026-02-23 09:41:42,web-03,70,2.52,2.14,2.08,OK
2026-02-23 09:41:42,web-04,65,2.12,1.78,1.68,OK
2026-02-23 09:41:42,web-05,81,3.59,3.15,2.9,WARNING
2026-02-23 09:41:42,app-01,87,3.9,3.45,3.22,WARNING
2026-02-23 09:41:42,app-02,93,3.65,3.26,3.06,WARNING
2026-02-23 09:41:42,app-03,74,2.92,2.74,2.59,OK
2026-02-23 09:41:42,app-04,62,2.07,1.85,1.8,OK
2026-02-23 09:41:42,app-05,63,2.81,2.38,2.23,OK
2026-02-23 09:41:42,app-06,89,3.66,3.15,3.03,WARNING
2026-02-23 09:41:42,db-primary,81,3.56,3.27,3.05,WARNING
2026-02-23 09:41:42,db-replica,79,2.81,2.7,2.48,OK
2026-02-23 10:41:42,web-01,70,2.47,2.12,2.03,OK
2026-02-23 10:41:42,web-02,82,3.08,2.58,2.35,WARNING
2026-02-23 10:41:42,web-03,60,2.32,2.23,2.12,OK
2026-02-23 10:41:42,web-04,73,2.55,2.26,2.2,OK
2026-02-23 10:41:42,web-05,74,3.41,3.26,3.0,OK
2026-02-23 10:41:42,app-01,84,3.24,2.89,2.84,WARNING
2026-02-23 10:41:42,app-02,82,3.26,2.89,2.8,WARNING
2026-02-23 10:41:42,app-03,72,3.22,2.93,2.72,OK
2026-02-23 10:41:42,app-04,77,3.45,3.04,2.83,OK
2026-02-23 10:41:42,app-05,72,2.9,2.45,2.31,OK
2026-02-23 10:41:42,app-06,65,2.92,2.43,2.32,OK
2026-02-23 10:41:42,db-primary,81,3.15,2.89,2.65,WARNING
2026-02-23 10:41:42,db-replica,91,3.65,3.14,3.04,WARNING
2026-02-23 11:41:42,web-01,64,2.98,2.72,2.68,OK
2026-02-23 11:41:42,web-02,78,3.54,3.23,2.98,OK
2026-02-23 11:41:42,web-03,74,3.44,2.95,2.74,OK
2026-02-23 11:41:42,web-04,75,2.53,2.32,2.18,OK
2026-02-23 11:41:42,web-05,64,2.72,2.48,2.3,OK
2026-02-23 11:41:42,app-01,59,2.69,2.48,2.42,OK
2026-02-23 11:41:42,app-02,95,3.43,3.0,2.81,WARNING
2026-02-23 11:41:42,app-03,91,3.93,3.67,3.55,WARNING
2026-02-23 11:41:42,app-04,91,3.8,3.54,3.43,WARNING
2026-02-23 11:41:42,app-05,56,2.47,2.14,1.99,OK
2026-02-23 11:41:42,app-06,61,2.75,2.61,2.42,OK
2026-02-23 11:41:42,db-primary,81,3.12,2.76,2.58,WARNING
2026-02-23 11:41:42,db-replica,75,2.85,2.57,2.47,OK
2026-02-23 12:41:42,web-01,67,2.51,2.29,2.18,OK
2026-02-23 12:41:42,web-02,98,3.56,3.28,3.06,WARNING
2026-02-23 12:41:42,web-03,63,2.24,1.83,1.83,OK
2026-02-23 12:41:42,web-04,59,2.77,2.5,2.43,OK
2026-02-23 12:41:42,web-05,67,2.58,2.51,2.34,OK
2026-02-23 12:41:42,app-01,64,2.18,1.96,1.91,OK
2026-02-23 12:41:42,app-02,67,2.78,2.54,2.39,OK
2026-02-23 12:41:42,app-03,94,3.63,3.28,3.1,WARNING
2026-02-23 12:41:42,app-04,68,2.73,2.34,2.2,OK
2026-02-23 12:41:42,app-05,70,2.94,2.76,2.66,OK
2026-02-23 12:41:42,app-06,76,2.73,2.27,2.13,OK
2026-02-23 12:41:42,db-primary,85,3.69,3.4,3.17,WARNING
2026-02-23 12:41:42,db-replica,72,3.19,2.85,2.68,OK
2026-02-23 13:41:42,web-01,55,2.35,2.17,2.1,OK
2026-02-23 13:41:42,web-02,76,3.19,2.75,2.65,OK
2026-02-23 13:41:42,web-03,71,3.19,2.72,2.66,OK
2026-02-23 13:41:42,web-04,81,2.82,2.57,2.53,WARNING
2026-02-23 13:41:42,web-05,79,3.46,2.96,2.9,OK
2026-02-23 13:41:42,app-01,61,2.92,2.79,2.68,OK
2026-02-23 13:41:42,app-02,85,3.3,3.06,2.87,WARNING
2026-02-23 13:41:42,app-03,94,3.4,3.02,2.87,WARNING
2026-02-23 13:41:42,app-04,81,3.43,2.9,2.68,WARNING
2026-02-23 13:41:42,app-05,77,2.99,2.67,2.52,OK
2026-02-23 13:41:42,app-06,75,2.85,2.43,2.33,OK
2026-02-23 13:41:42,db-primary,70,2.55,2.38,2.32,OK
2026-02-23 13:41:42,db-replica,78,3.06,2.91,2.72,OK
2026-02-23 14:41:42,web-01,87,3.26,2.84,2.72,WARNING
2026-02-23 14:41:42,web-02,70,2.61,2.23,2.18,OK
2026-02-23 14:41:42,web-03,67,2.9,2.66,2.43,OK
2026-02-23 14:41:42,web-04,87,3.62,3.09,2.89,WARNING
2026-02-23 14:41:42,web-05,75,2.79,2.45,2.4,OK
2026-02-23 14:41:42,app-01,71,2.67,2.51,2.43,OK
2026-02-23 14:41:42,app-02,84,3.8,3.26,3.18,WARNING
2026-02-23 14:41:42,app-03,66,2.98,2.61,2.51,OK
2026-02-23 14:41:42,app-04,56,2.01,1.9,1.9,OK
2026-02-23 14:41:42,app-05,68,2.78,2.67,2.48,OK
2026-02-23 14:41:42,app-06,72,3.08,2.81,2.61,OK
2026-02-23 14:41:42,db-primary,71,2.58,2.45,2.27,OK
2026-02-23 14:41:42,db-replica,82,3.0,2.81,2.63,WARNING
2026-02-23 15:41:42,web-01,55,2.48,2.25,2.24,OK
2026-02-23 15:41:42,web-02,76,2.87,2.4,2.27,OK
2026-02-23 15:41:42,web-03,81,2.96,2.52,2.34,WARNING
2026-02-23 15:41:42,web-04,57,2.03,1.63,1.48,OK
2026-02-23 15:41:42,web-05,71,2.61,2.28,2.22,OK
2026-02-23 15:41:42,app-01,94,3.59,3.07,2.84,WARNING
2026-02-23 15:41:42,app-02,79,3.31,2.92,2.78,OK
2026-02-23 15:41:42,app-03,71,2.48,2.39,2.28,OK
2026-02-23 15:41:42,app-04,81,2.99,2.76,2.58,WARNING
2026-02-23 15:41:42,app-05,56,2.43,2.1,1.97,OK
2026-02-23 15:41:42,app-06,64,2.76,2.6,2.49,OK
2026-02-23 15:41:42,db-primary,68,2.91,2.61,2.54,OK
2026-02-23 15:41:42,db-replica,87,3.3,2.9,2.69,WARNING
2026-02-23 16:41:42,web-01,69,3.11,2.69,2.6,OK
2026-02-23 16:41:42,web-02,76,3.36,2.93,2.85,OK
2026-02-23 16:41:42,web-03,77,3.11,2.85,2.68,OK
2026-02-23 16:41:42,web-04,63,2.55,2.16,2.04,OK
2026-02-23 16:41:42,web-05,70,2.48,2.11,1.95,OK
