timestamp,server,memory_total_gb,memory_used_gb,memory_percent,swap_used_gb,status
2026-02-22 18:41:42,app-05,32,30.77,96.2,0.69,WARNING
2026-02-22 18:41:42,app-06,32,31.36,98.0,1.28,WARNING
2026-02-22 18:41:42,db-primary,64,55.31,86.4,1.98,WARNING
2026-02-22 18:41:42,db-replica,64,56.97,89.0,0.26,WARNING
2026-02-22 20:41:42,web-01,16,15.68,98.0,0.09,WARNING
2026-02-22 20:41:42,web-02,16,13.85,86.6,1.82,WARNING
2026-02-22 20:41:42,web-03,16,14.32,89.5,1.68,WARNING
2026-02-22 20:41:42,web-04,16,14.64,91.5,1.06,WARNING
2026-02-22 20:41:42,web-05,16,14.03,87.7,1.45,WARNING
2026-02-22 20:41:42,app-01,32,27.87,87.1,1.43,WARNING
2026-02-22 20:41:42,app-02,32,29.42,91.9,0.92,WARNING
2026-02-22 20:41:42,app-03,32,30.45,95.1,0.28,WARNING
2026-02-22 20:41:42,app-04,32,24.54,76.7,0,OK
2026-02-22 20:41:42,app-05,32,27.75,86.7,1.25,WARNING
2026-02-22 20:41:42,app-06,32,27.73,86.6,1.9,WARNING
2026-02-22 20:41:42,db-primary,64,55.26,86.4,1.01,WARNING
2026-02-22 20:41:42,db-replica,64,51.14,79.9,0,OK
2026-02-22 22:41:42,web-01,16,14.49,90.5,1.66,WARNING
2026-02-22 22:41:42,web-02,16,14.54,90.9,1.0,WARNING
2026-02-22 22:41:42,web-03,16,12.55,78.4,0,OK
2026-02-22 22:41:42,web-04,16,11.76,73.5,0,OK
2026-02-22 22:41:42,web-05,16,14.87,92.9,1.79,WARNING
2026-02-22 22:41:42,app-01,32,25.96,81.1,0.6,OK
2026-02-22 22:41:42,app-02,32,29.8,93.1,1.41,WARNING
2026-02-22 22:41:42,app-03,32,25.65,80.2,1.28,OK
2026-02-22 22:41:42,app-04,32,31.36,98.0,0.56,WARNING
2026-02-22 22:41:42,app-05,32,26.31,82.2,1.43,OK
2026-02-22 22:41:42,app-06,32,28.56,89.3,0.72,WARNING
2026-02-22 22:41:42,db-primary,64,56.64,88.5,1.22,WARNING
2026-02-22 22:41:42,db-replica,64,54.08,84.5,1.99,OK
2026-02-23 00:41:42,web-01,16,15.55,97.2,0.46,WARNING
2026-02-23 00:41:42,web-02,16,12.56,78.5,0,OK
2026-02-23 00:41:42,web-03,16,15.13,94.6,1.73,WARNING
2026-02-23 00:41:42,web-04,16,13.42,83.9,1.36,OK
2026-02-23 00:41:42,web-05,16,14.34,89.6,1.09,WARNING
2026-02-23 00:41:42,app-01,32,25.58,79.9,0,OK
2026-02-23 00:41:42,app-02,32,31.09,97.2,0.21,WARNING
2026-02-23 00:41:42,app-03,32,28.52,89.1,1.69,WARNING
2026-02-23 00:41:42,app-04,32,28.9,90.3,0.28,WARNING
2026-02-23 00:41:42,app-05,32,26.53,82.9,0.65,OK
2026-02-23 00:41:42,app-06,32,24.84,77.6,0,OK
2026-02-23 00:41:42,db-primary,64,54.99,85.9,1.32,WARNING
2026-02-23 00:41:42,db-replica,64,61.33,95.8,0.64,WARNING
2026-02-23 02:41:42,web-01,16,13.38,83.6,1.63,OK
2026-02-23 02:41:42,web-02,16,11.42,71.4,0,OK
2026-02-23 02:41:42,web-03,16,14.92,93.2,0.38,WARNING
2026-02-23 02:41:42,web-04,16,14.04,87.7,0.66,WARNING
2026-02-23 02:41:42,web-05,16,14.4,90.0,1.87,WARNING
2026-02-23 02:41:42,app-01,32,25.33,79.2,0,OK
2026-02-23 02:41:42,app-02,32,24.62,76.9,0,OK
2026-02-23 02:41:42,app-03,32,31.36,98.0,1.98,WARNING
2026-02-23 02:41:42,app-04,32,30.21,94.4,0.32,WARNING
2026-02-23 02:41:42,app-05,32,29.99,93.7,1.03,WARNING
2026-02-23 02:41:42,app-06,32,30.44,95.1,0.5,WARNING
2026-02-23 02:41:42,db-primary,64,55.23,86.3,1.07,WARNING
2026-02-23 02:41:42,db-replica,64,60.11,93.9,1.93,WARNING
2026-02-23 04:41:42,web-01,16,12.77,79.8,0,OK
2026-02-23 04:41:42,web-02,16,11.73,73.3,0,OK
2026-02-23 04:41:42,web-03,16,14.39,90.0,1.35,WARNING
2026-02-23 04:41:42,web-04,16,15.67,97.9,1.66,WARNING
2026-02-23 04:41:42,web-05,16,15.68,98.0,1.32,WARNING
2026-02-23 04:41:42,app-01,32,31.36,98.0,0.85,WARNING
2026-02-23 04:41:42,app-02,32,31.36,98.0,0.77,WARNING
2026-02-23 04:41:42,app-03,32,29.85,93.3,0.57,WARNING
2026-02-23 04:41:42,app-04,32,30.29,94.6,1.64,WARNING
2026-02-23 04:41:42,app-05,32,31.35,98.0,0.24,WARNING
2026-02-23 04:41:42,app-06,32,29.42,91.9,0.99,WARNING
2026-02-23 04:41:42,db-primary,64,55.97,87.5,0.38,WARNING
2026-02-23 04:41:42,db-replica,64,51.67,80.7,0.85,OK
2026-02-23 06:41:42,web-01,16,11.6,72.5,0,OK
2026-02-23 06:41:42,web-02,16,12.68,79.2,0,OK
2026-02-23 06:41:42,web-03,16,12.12,75.8,0,OK
2026-02-23 06:41:42,web-04,16,12.02,75.2,0,OK
2026-02-23 06:41:42,web-05,16,12.0,75.0,0,OK
2026-02-23 06:41:42,app-01,32,26.64,83.3,0.85,OK
2026-02-23 06:41:42,app-02,32,23.4,73.1,0,OK
2026-02-23 06:41:42,app-03,32,28.42,88.8,1.43,WARNING
2026-02-23 06:41:42,app-04,32,27.36,85.5,0.95,WARNING
2026-02-23 06:41:42,app-05,32,30.0,93.7,1.71,WARNING
2026-02-23 06:41:42,app-06,32,22.04,68.9,0,OK
2026-02-23 06:41:42,db-primary,64,58.9,92.0,0.49,WARNING
2026-02-23 06:41:42,db-replica,64,59.89,93.6,0.19,WARNING
2026-02-23 08:41:42,web-01,16,12.44,77.7,0,OK
2026-02-23 08:41:42,web-02,16,13.75,85.9,1.05,WARNING
2026-02-23 08:41:42,web-03,16,10.31,64.5,0,OK
2026-02-23 08:41:42,web-04,16,13.61,85.1,0.73,WARNING
2026-02-23 08:41:42,web-05,16,13.67,85.5,0.93,WARNING
2026-02-23 08:41:42,app-01,32,22.55,70.5,0,OK
2026-02-23 08:41:42,app-02,32,25.37,79.3,0,OK
2026-02-23 08:41:42,app-03,32,22.42,70.1,0,OK
2026-02-23 08:41:42,app-04,32,23.57,73.7,0,OK
2026-02-23 08:41:42,app-05,32,24.8,77.5,0,OK
2026-02-23 08:41:42,app-06,32,23.03,72.0,0,OK
2026-02-23 08:41:42,db-primary,64,52.71,82.4,1.45,OK
2026-02-23 08:41:42,db-replica,64,49.89,78.0,0,OK
2026-02-23 10:41:42,web-01,16,12.86,80.4,1.79,OK
2026-02-23 10:41:42,web-02,16,13.74,85.9,1.58,WARNING
2026-02-23 10:41:42,web-03,16,13.06,81.7,0.37,OK
2026-02-23 10:41:42,web-04,16,13.04,81.5,0.1,OK
2026-02-23 10:41:42,web-05,16,10.54,65.9,0,OK
2026-02-23 10:41:42,app-01,32,28.46,88.9,0.09,WARNING
2026-02-23 10:41:42,app-02,32,22.34,69.8,0,OK
2026-02-23 10:41:42,app-03,32,23.81,74.4,0,OK
2026-02-23 10:41:42,app-04,32,26.54,82.9,0.68,OK
2026-02-23 10:41:42,app-05,32,25.37,79.3,0,OK
2026-02-23 10:41:42,app-06,32,24.82,77.6,0,OK
2026-02-23 10:41:42,db-primary,64,56.56,88.4,0.22,WARNING
2026-02-23 10:41:42,db-replica,64,50.21,78.5,0,OK
2026-02-23 12:41:42,web-01,16,12.85,80.3,1.68,OK
2026-02-23 12:41:42,web-02,16,11.42,71.4,0,OK
2026-02-23 12:41:42,web-03,16,11.54,72.1,0,OK
2026-02-23 12:41:42,web-04,16,10.48,65.5,0,OK
2026-02-23 12:41:42,web-05,16,10.16,63.5,0,OK
2026-02-23 12:41:42,app-01,32,28.74,89.8,0.39,WARNING
2026-02-23 12:41:42,app-02,32,26.74,83.6,0.0,OK
2026-02-23 12:41:42,app-03,32,26.15,81.7,0.36,OK
2026-02-23 12:41:42,app-04,32,26.01,81.3,1.32,OK
2026-02-23 12:41:42,app-05,32,24.02,75.1,0,OK
2026-02-23 12:41:42,app-06,32,26.57,83.0,1.2,OK
2026-02-23 12:41:42,db-primary,64,59.26,92.6,1.31,WARNING
2026-02-23 12:41:42,db-replica,64,51.26,80.1,0.98,OK
2026-02-23 14:41:42,web-01,16,12.48,78.0,0,OK
2026-02-23 14:41:42,web-02,16,12.25,76.5,0,OK
2026-02-23 14:41:42,web-03,16,12.94,80.9,0.23,OK
2026-02-23 14:41:42,web-04,16,14.06,87.9,1.91,WARNING
2026-02-23 14:41:42,web-05,16,13.35,83.4,0.76,OK
2026-02-23 14:41:42,app-01,32,24.97,78.0,0,OK
2026-02-23 14:41:42,app-02,32,25.89,80.9,1.79,OK
2026-02-23 14:41:42,app-03,32,26.99,84.4,1.69,OK
2026-02-23 14:41:42,app-04,32,29.12,91.0,0.22,WARNING
2026-02-23 14:41:42,app-05,32,26.4,82.5,0.63,OK
2026-02-23 14:41:42,app-06,32,29.07,90.9,1.33,WARNING
2026-02-23 14:41:42,db-primary,64,55.14,86.2,0.94,WARNING
2026-02-23 14:41:42,db-replica,64,49.26,77.0,0,OK
2026-02-23 16:41:42,web-01,16,10.71,67.0,0,OK
2026-02-23 16:41:42,web-02,16,13.04,81.5,1.57,OK
2026-02-23 16:41:42,web-03,16,12.06,75.4,0,OK
2026-02-23 16:41:42,web-04,16,12.31,76.9,0,OK
2026-02-23 16:41:42,web-05,16,11.31,70.7,0,OK
2026-02-23 16:41:42,app-01,32,24.25,75.8,0,OK
2026-02-23 16:41:42,app-02,32,28.53,89.1,1.48,WARNING
2026-02-23 16:41:42,app-03,32,27.63,86.4,1.52,WARNING
2026-02-23 16:41:42,app-04,32,29.48,92.1,0.2,WARNING
2026-02-23 16:41:42,app-05,32,27.49,85.9,0.73,WARNING
2026-02-23 16:41:42,app-06,32,22.25,69.5,0,OK
2026-02-23 16:41:42,db-primary,64,53.03,82.9,1.24,OK
2026-02-23 16:41:42,db-replica,64,52.18,81.5,1.5,OK
2026-02-23 18:41:42,web-01,16,14.52,90.8,1.65,WARNING
2026-02-23 18:41:42,web-02,16,14.63,91.5,0.22,WARNING
2026-02-23 18:41:42,web-03,16,15.18,94.9,0.75,WARNING
2026-02-23 18:41:42,web-04,16,13.91,87.0,0.6,WARNING
2026-02-23 18:41:42,web-05,16,14.48,90.5,0.37,WARNING
2026-02-23 18:41:42,app-01,32,31.36,98.0,0.84,WARNING
2026-02-23 18:41:42,app-02,32,24.4,76.3,0,OK
2026-02-23 18:41:42,app-03,32,30.29,94.7,1.98,WARNING
2026-02-23 18:41:42,app-04,32,30.89,96.5,1.75,WARNING
2026-02-23 18:41:42,app-05,32,31.36,98.0,0.89,WARNING
2026-02-23 18:41:42,app-06,32,23.99,75.0,0,OK
2026-02-23 18:41:42,db-primary,64,62.02,96.9,1.37,WARNING
2026-02-23 18:41:42,db-replica,64,60.35,94.3,0.63,WARNING
2026-02-23 20:41:42,web-01,16,15.24,95.2,0.28,WARNING
2026-02-23 20:41:42,web-02,16,13.28,83.0,1.35,OK
2026-02-23 20:41:42,web-03,16,14.68,91.8,1.46,WARNING
2026-02-23 20:41:42,web-04,16,15.68,98.0,1.87,WARNING
2026-02-23 20:41:42,web-05,16,15.26,95.4,0.67,WARNING
2026-02-23 20:41:42,app-01,32,29.24,91.4,0.03,WARNING
2026-02-23 20:41:42,app-02,32,26.37,82.4,0.6,OK
2026-02-23 20:41:42,app-03,32,28.64,89.5,0.37,WARNING
2026-02-23 20:41:42,app-04,32,30.86,96.4,0.43,WARNING
2026-02-23 20:41:42,app-05,32,31.25,97.6,1.52,WARNING
2026-02-23 20:41:42,app-06,32,25.9,81.0,0.59,OK
2026-02-23 20:41:42,db-primary,64,55.64,86.9,0.34,WARNING
2026-02-23 20:41:42,db-replica,64,54.46,85.1,0.4,WARNING
2026-02-23 22:41:42,web-01,16,15.68,98.0,0.32,WARNING
2026-02-23 22:41:42,web-02,16,14.68,91.8,0.98,WARNING
2026-02-23 22:41:42,web-03,16,14.82,92.7,1.32,WARNING
2026-02-23 22:41:42,web-04,16,13.06,81.6,1.87,OK
2026-02-23 22:41:42,web-05,16,14.45,90.3,1.89,WARNING
2026-02-23 22:41:42,app-01,32,28.22,88.2,1.49,WARNING
2026-02-23 22:41:42,app-02,32,23.94,74.8,0,OK
2026-02-23 22:41:42,app-03,32,28.39,88.7,1.76,WARNING
2026-02-23 22:41:42,app-04,32,25.66,80.2,1.83,OK
2026-02-23 22:41:42,app-05,32,28.95,90.5,1.85,WARNING
2026-02-23 22:41:42,app-06,32,25.14,78.6,0,OK
2026-02-23 22:41:42,db-primary,64,53.35,83.4,1.43,OK
2026-02-23 22:41:42,db-replica,64,60.87,95.1,0.7,WARNING
2026-02-24 00:41:42,web-01,16,14.21,88.8,1.49,WARNING
2026-02-24 00:41:42,web-02,16,14.15,88.4,1.87,WARNING
2026-02-24 00:41:42,web-03,16,14.23,89.0,0.43,WARNING
2026-02-24 00:41:42,web-04,16,14.81,92.6,1.32,WARNING
2026-02-24 00:41:42,web-05,16,13.62,85.2,1.05,WARNING
2026-02-24 00:41:42,app-01,32,27.92,87.2,1.9,WARNING
2026-02-24 00:41:42,app-02,32,28.69,89.7,0.49,WARNING
2026-02-24 00:41:42,app-03,32,30.25,94.5,0.25,WARNING
2026-02-24 00:41:42,app-04,32,28.06,87.7,1.45,WARNING
2026-02-24 00:41:42,app-05,32,28.84,90.1,0.04,WARNING
2026-02-24 00:41:42,app-06,32,26.52,82.9,1.93,OK
2026-02-24 00:41:42,db-primary,64,60.8,95.0,1.5,WARNING
2026-02-24 00:41:42,db-replica,64,52.53,82.1,1.43,OK
2026-02-24 02:41:42,web-01,16,14.88,93.0,1.45,WARNING
2026-02-24 02:41:42,web-02,16,13.91,87.0,0.03,WARNING
2026-02-24 02:41:42,web-03,16,14.48,90.5,1.14,WARNING
2026-02-24 02:41:42,web-04,16,12.04,75.3,0,OK
2026-02-24 02:41:42,web-05,16,14.25,89.1,1.38,WARNING
2026-02-24 02:41:42,app-01,32,26.23,82.0,0.46,OK
2026-02-24 02:41:42,app-02,32,28.71,89.7,1.52,WARNING
2026-02-24 02:41:42,app-03,32,24.93,77.9,0,OK
2026-02-24 02:41:42,app-04,32,27.89,87.2,1.76,WARNING
2026-02-24 02:41:42,app-05,32,27.38,85.6,0.75,WARNING
2026-02-24 02:41:42,app-06,32,24.37,76.1,0,OK
2026-02-24 02:41:42,db-primary,64,59.28,92.6,0.38,WARNING
2026-02-24 02:41:42,db-replica,64,62.21,97.2,0.78,WARNING
2026-02-24 04:41:42,web-01,16,13.28,83.0,0.95,OK
2026-02-24 04:41:42,web-02,16,11.5,71.9,0,OK
2026-02-24 04:41:42,web-03,16,12.04,75.3,0,OK
2026-02-24 04:41:42,web-04,16,14.52,90.7,1.78,WARNING
2026-02-24 04:41:42,web-05,16,14.72,92.0,1.74,WARNING
2026-02-24 04:41:42,app-01,32,27.56,86.1,2.0,WARNING
2026-02-24 04:41:42,app-02,32,31.26,97.7,1.55,WARNING
2026-02-24 04:41:42,app-03,32,28.09,87.8,0.21,WARNING
2026-02-24 04:41:42,app-04,32,31.36,98.0,0.45,WARNING
2026-02-24 04:41:42,app-05,32,30.24,94.5,1.57,WARNING
2026-02-24 04:41:42,app-06,32,31.36,98.0,0.24,WARNING
2026-02-24 04:41:42,db-primary,64,51.79,80.9,1.59,OK
2026-02-24 04:41:42,db-replica,64,52.78,82.5,1.07,OK
2026-02-24 06:41:42,web-01,16,13.99,87.4,0.15,WARNING
2026-02-24 06:41:42,web-02,16,14.04,87.8,1.87,WARNING
2026-02-24 06:41:42,web-03,16,11.92,74.5,0,OK
2026-02-24 06:41:42,web-04,16,12.97,81.0,0.93,OK
2026-02-24 06:41:42,web-05,16,12.99,81.2,0.67,OK
2026-02-24 06:41:42,app-01,32,27.93,87.3,0.19,WARNING
2026-02-24 06:41:42,app-02,32,27.85,87.0,0.8,WARNING
2026-02-24 06:41:42,app-03,32,29.39,91.8,1.15,WARNING
2026-02-24 06:41:42,app-04,32,24.59,76.8,0,OK
2026-02-24 06:41:42,app-05,32,29.63,92.6,1.57,WARNING
2026-02-24 06:41:42,app-06,32,26.39,82.5,1.18,OK
2026-02-24 06:41:42,db-primary,64,54.27,84.8,0.58,OK
2026-02-24 06:41:42,db-replica,64,49.41,77.2,0,OK
2026-02-24 08:41:42,web-01,16,13.35,83.5,0.59,OK
2026-02-24 08:41:42,web-02,16,10.66,66.6,0,OK
2026-02-24 08:41:42,web-03,16,10.29,64.3,0,OK
2026-02-24 08:41:42,web-04,16,12.02,75.1,0,OK
2026-02-24 08:41:42,web-05,16,10.66,66.6,0,OK
2026-02-24 08:41:42,app-01,32,25.41,79.4,0,OK
2026-02-24 08:41:42,app-02,32,29.59,92.5,0.23,WARNING
2026-02-24 08:41:42,app-03,32,28.66,89.6,0.57,WARNING
2026-02-24 08:41:42,app-04,32,28.77,89.9,0.85,WARNING
2026-02-24 08:41:42,app-05,32,24.15,75.5,0,OK
2026-02-24 08:41:42,app-06,32,27.06,84.6,1.4,OK
2026-02-24 08:41:42,db-primary,64,52.33,81.8,1.72,OK
2026-02-24 08:41:42,db-replica,64,51.99,81.2,0.93,OK
2026-02-24 10:41:42,web-01,16,12.22,76.4,0,OK
2026-02-24 10:41:42,web-02,16,12.39,77.4,0,OK
2026-02-24 10:41:42,web-03,16,10.72,67.0,0,OK
2026-02-24 10:41:42,web-04,16,12.91,80.7,1.16,OK
2026-02-24 10:41:42,web-05,16,11.09,69.3,0,OK
2026-02-24 10:41:42,app-01,32,25.62,80.1,0.08,OK
2026-02-24 10:41:42,app-02,32,25.26,78.9,0,OK
2026-02-24 10:41:42,app-03,32,24.93,77.9,0,OK
2026-02-24 10:41:42,app-04,32,23.25,72.6,0,OK
2026-02-24 10:41:42,app-05,32,30.05,93.9,0.06,WARNING
2026-02-24 10:41:42,app-06,32,22.76,71.1,0,OK
2026-02-24 10:41:42,db-primary,64,54.67,85.4,0.35,WARNING
2026-02-24 10:41:42,db-replica,64,57.69,90.1,1.05,WARNING
2026-02-24 12:41:42,web-01,16,13.7,85.7,0.03,WARNING
2026-02-24 12:41:42,web-02,16,13.57,84.8,0.83,OK
2026-02-24 12:41:42,web-03,16,12.09,75.6,0,OK
2026-02-24 12:41:42,web-04,16,12.87,80.4,1.38,OK
2026-02-24 12:41:42,web-05,16,12.4,77.5,0,OK
2026-02-24 12:41:42,app-01,32,25.65,80.2,0.85,OK
2026-02-24 12:41:42,app-02,32,27.79,86.9,0.56,WARNING
2026-02-24 12:41:42,app-03,32,26.6,83.1,0.92,OK
2026-02-24 12:41:42,app-04,32,29.01,90.7,1.78,WARNING
2026-02-24 12:41:42,app-05,32,22.58,70.5,0,OK
2026-02-24 12:41:42,app-06,32,29.46,92.1,0.26,WARNING
2026-02-24 12:41:42,db-primary,64,55.47,86.7,0.63,WARNING
2026-02-24 12:41:42,db-replica,64,53.08,82.9,0.01,OK
2026-02-24 14:41:42,web-01,16,11.77,73.6,0,OK
2026-02-24 14:41:42,web-02,16,12.04,75.2,0,OK
2026-02-24 14:41:42,web-03,16,11.39,71.2,0,OK
2026-02-24 14:41:42,web-04,16,11.56,72.2,0,OK
2026-02-24 14:41:42,web-05,16,10.61,66.3,0,OK
2026-02-24 14:41:42,app-01,32,24.67,77.1,0,OK
2026-02-24 14:41:42,app-02,32,25.64,80.1,1.78,OK
2026-02-24 14:41:42,app-03,32,25.87,80.8,1.7,OK
2026-02-24 14:41:42,app-04,32,28.29,88.4,0.16,WARNING
2026-02-24 14:41:42,app-05,32,22.82,71.3,0,OK
2026-02-24 14:41:42,app-06,32,25.79,80.6,1.89,OK
2026-02-24 14:41:42,db-primary,64,54.01,84.4,1.71,OK
2026-02-24 14:41:42,db-replica,64,53.29,83.3,0.83,OK
2026-02-24 16:41:42,web-01,16,13.67,85.5,1.4,WARNING
2026-02-24 16:41:42,web-02,16,11.1,69.4,0,OK
2026-02-24 16:41:42,web-03,16,13.8,86.3,0.36,WARNING
2026-02-24 16:41:42,web-04,16,12.02,75.2,0,OK
2026-02-24 16:41:42,web-05,16,12.52,78.3,0,OK
2026-02-24 16:41:42,app-01,32,25.17,78.7,0,OK
2026-02-24 16:41:42,app-02,32,22.9,71.6,0,OK
2026-02-24 16:41:42,app-03,32,23.54,73.6,0,OK
2026-02-24 16:41:42,app-04,32,26.72,83.5,1.99,OK
2026-02-24 16:41:42,app-05,32,25.0,78.1,0,OK
2026-02-24 16:41:42,app-06,32,25.58,79.9,0,OK
2026-02-24 16:41:42,db-primary,64,53.12,83.0,0.91,OK
2026-02-24 16:41:42,db-replica,64,54.06,84.5,1.34,OK
2026-02-24 18:41:42,web-01,16,14.62,91.4,1.35,WARNING
2026-02-24 18:41:42,web-02,16,14.06,87.9,0.62,WARNING
2026-02-24 18:41:42,web-03,16,14.06,87.9,1.07,WARNING
2026-02-24 18:41:42,web-04,16,12.72,79.5,0,OK
2026-02-24 18:41:42,web-05,16,13.51,84.4,1.74,OK
2026-02-24 18:41:42,app-01,32,31.36,98.0,0.37,WARNING
2026-02-24 18:41:42,app-02,32,28.88,90.2,0.11,WARNING
2026-02-24 18:41:42,app-03,32,24.32,76.0,0,OK
2026-02-24 18:41:42,app-04,32,26.64,83.3,1.55,OK
2026-02-24 18:41:42,app-05,32,27.31,85.3,0.37,WARNING
2026-02-24 18:41:42,app-06,32,27.65,86.4,1.38,WARNING
2026-02-24 18:41:42,db-primary,64,53.34,83.4,0.73,OK
2026-02-24 18:41:42,db-replica,64,58.98,92.2,0.88,WARNING
2026-02-24 20:41:42,web-01,16,14.55,91.0,0.17,WARNING
2026-02-24 20:41:42,web-02,16,15.68,98.0,0.52,WARNING
2026-02-24 20:41:42,web-03,16,12.88,80.5,1.58,OK
2026-02-24 20:41:42,web-04,16,11.97,74.8,0,OK
2026-02-24 20:41:42,web-05,16,14.78,92.3,0.74,WARNING
2026-02-24 20:41:42,app-01,32,28.53,89.2,0.42,WARNING
2026-02-24 20:41:42,app-02,32,30.49,95.3,1.59,WARNING
2026-02-24 20:41:42,app-03,32,30.51,95.4,0.04,WARNING
2026-02-24 20:41:42,app-04,32,30.76,96.1,1.15,WARNING
2026-02-24 20:41:42,app-05,32,28.91,90.3,0.48,WARNING
2026-02-24 20:41:42,app-06,32,25.93,81.0,0.29,OK
2026-02-24 20:41:42,db-primary,64,56.56,88.4,1.06,WARNING
2026-02-24 20:41:42,db-replica,64,62.03,96.9,1.95,WARNING
2026-02-24 22:41:42,web-01,16,14.64,91.5,1.21,WARNING
2026-02-24 22:41:42,web-02,16,15.07,94.2,0.82,WARNING
2026-02-24 22:41:42,web-03,16,13.22,82.6,0.57,OK
2026-02-24 22:41:42,web-04,16,12.46,77.9,0,OK
2026-02-24 22:41:42,web-05,16,13.06,81.6,0.15,OK
2026-02-24 22:41:42,app-01,32,26.69,83.4,1.18,OK
2026-02-24 22:41:42,app-02,32,28.83,90.1,0.28,WARNING
2026-02-24 22:41:42,app-03,32,24.83,77.6,0,OK
2026-02-24 22:41:42,app-04,32,31.36,98.0,1.1,WARNING
2026-02-24 22:41:42,app-05,32,25.39,79.4,0,OK
2026-02-24 22:41:42,app-06,32,25.24,78.9,0,OK
2026-02-24 22:41:42,db-primary,64,54.96,85.9,0.82,WARNING
2026-02-24 22:41:42,db-replica,64,51.91,81.1,0.74,OK
2026-02-25 00:41:42,web-01,16,14.23,88.9,1.55,WARNING
